tag,slope,trend
mlops,2.82103838569046E-07,positive
jekyll-theme,2.82179103213124E-07,positive
pythoninterpreter,2.8225693180601E-07,positive
picture-in-picture,2.82281418132129E-07,positive
autodesk-inventor,2.82288126377493E-07,positive
lean,2.82375640564442E-07,positive
hdf5,2.82376284750216E-07,positive
factor-analysis,2.82428604678228E-07,positive
popover,2.82465737650674E-07,positive
state-space,2.82511855643814E-07,positive
opensql,2.82675170328824E-07,positive
http3,2.82802394573694E-07,positive
google-cloud-pubsub-emulator,2.82814576511331E-07,positive
constraint-programming,2.83126503443572E-07,positive
cultureinfo,2.83459748409789E-07,positive
nomad,2.83521601457017E-07,positive
gitlab-ce,2.83575227525065E-07,positive
git-credential-manager,2.83575360995104E-07,positive
vtl,2.83585787285095E-07,positive
fp-ts,2.83589251949766E-07,positive
temperature,2.83686575564806E-07,positive
cgi,2.83769990314247E-07,positive
http-status-code-502,2.83805848416529E-07,positive
code-injection,2.83869208932142E-07,positive
external-tables,2.84024584386061E-07,positive
facebook-messenger,2.84055442905995E-07,positive
hot-reload,2.84247649726151E-07,positive
serenity-bdd,2.8437162426712E-07,positive
avx,2.84500626513694E-07,positive
timing,2.84551096174513E-07,positive
buildpack,2.8461842450437E-07,positive
lag,2.84660496383254E-07,positive
r-colnames,2.84685664183577E-07,positive
saved-searches,2.84820345937862E-07,positive
apache-kafka-mirrormaker,2.84910282487536E-07,positive
spark-koalas,2.84944860835864E-07,positive
prettier-vscode,2.85075438392442E-07,positive
standardization,2.8523429519924E-07,positive
react-cookie,2.85245794394617E-07,positive
storyboard,2.85316886357427E-07,neutral
brave,2.85332265628019E-07,positive
http-status-code-503,2.85387552888918E-07,positive
spring-cloud-config-server,2.85387604577206E-07,positive
multiple-users,2.8539492779063E-07,positive
foreach-object,2.85406816040294E-07,positive
google-maps-android-api-2,2.85407476970342E-07,positive
asio,2.85489159233415E-07,positive
photoshop-script,2.855266794523E-07,positive
load-csv,2.8554402738718E-07,positive
rotational-matrices,2.85599946297761E-07,positive
bare-metal,2.85628064100648E-07,positive
vlan,2.85742669277E-07,positive
ssm,2.857907949212E-07,positive
precision-recall,2.85844241267486E-07,positive
packer,2.85870674997775E-07,positive
re2,2.85876127036467E-07,positive
data-ingestion,2.85925532325683E-07,positive
roku,2.85994354108454E-07,positive
popen,2.86015166446333E-07,positive
xsd-validation,2.86038794915174E-07,positive
bandwidth,2.86091151178047E-07,positive
libav,2.8611375073451E-07,positive
ggsave,2.86176186382237E-07,positive
execution,2.861839283657E-07,positive
multisite,2.86274873486391E-07,positive
google-sso,2.86292077511952E-07,positive
pose-estimation,2.86328624187376E-07,positive
windbg,2.86344807985407E-07,positive
openwrt,2.86386765917507E-07,positive
stepper,2.86416874229136E-07,positive
session-variables,2.86429387051572E-07,positive
image-compression,2.86454085194119E-07,positive
libp2p,2.86555591408319E-07,positive
fastlane-gym,2.86569009635318E-07,positive
molecule,2.86689087798822E-07,positive
tagging,2.87042595203872E-07,positive
vehicle-routing,2.87057028367238E-07,positive
cppyy,2.87084201510443E-07,neutral
operator-precedence,2.87182331262597E-07,positive
docker-buildkit,2.87267742158492E-07,positive
datastax-astra,2.87335318324195E-07,positive
aar,2.87567254213713E-07,positive
ej2-syncfusion,2.8770423886219E-07,positive
flutter-windows,2.87763293680641E-07,positive
docker-registry,2.87768476059811E-07,positive
spectrogram,2.87819354487785E-07,positive
apt,2.87944138888668E-07,positive
invoke-webrequest,2.87984489748103E-07,positive
port,2.87993152027918E-07,positive
searchview,2.87996039839564E-07,positive
corruption,2.88425606784062E-07,positive
keras-tuner,2.88485567797854E-07,positive
tigris,2.88559375630467E-07,positive
autofixture,2.88561849212719E-07,positive
xiaomi,2.88580708593285E-07,positive
flutter-sliverappbar,2.88724552549813E-07,positive
docker-volume,2.88744840583959E-07,positive
emmeans,2.88914438132299E-07,positive
data-uri,2.88919274429278E-07,positive
amazon-linux-2,2.88936607966524E-07,positive
cloud-sql-proxy,2.88951602889625E-07,positive
homography,2.89061458724973E-07,positive
io-redirection,2.89149382576889E-07,positive
oserror,2.89164284545051E-07,positive
scrolltrigger,2.8920137608855E-07,positive
android-espresso,2.89201497676791E-07,positive
testrail,2.89201980809378E-07,positive
ag-grid-vue,2.89393940265705E-07,positive
psych,2.89407738832734E-07,positive
tpu,2.89425939727419E-07,positive
swagger-3.0,2.89496241952452E-07,positive
nasm,2.89549241875002E-07,positive
wcag,2.89637852315964E-07,positive
acumatica,2.89755998325393E-07,positive
minimize,2.89760352584969E-07,positive
grpc-gateway,2.89775286739209E-07,positive
onos,2.89791078498442E-07,positive
jooq-codegen-maven,2.89843533807817E-07,positive
rvalue-reference,2.8990475488691E-07,positive
kriging,2.90102283629911E-07,positive
mapbox-android,2.90139715785684E-07,positive
dropshadow,2.9027136905255E-07,positive
third-party-cookies,2.90411688420452E-07,positive
elytron,2.90484268964097E-07,positive
frame-rate,2.90585529935491E-07,positive
task-queue,2.90600492804558E-07,positive
specflow,2.90605736029975E-07,positive
datetimepicker,2.90618056504805E-07,positive
serial-communication,2.90759826384483E-07,positive
daphne,2.90876155663588E-07,positive
little-man-computer,2.90901381806162E-07,positive
colormap,2.90955508588403E-07,positive
pairwise.wilcox.test,2.91008781590328E-07,positive
fits,2.91059690468515E-07,positive
dymola,2.91067552548288E-07,positive
ecto,2.91284224897727E-07,positive
impersonation,2.9136659467814E-07,positive
jstl,2.91377526040029E-07,positive
multi-level,2.91493708358545E-07,positive
keytool,2.91612920570551E-07,positive
type-annotation,2.91632920411364E-07,positive
foxpro,2.91695087993005E-07,positive
turfjs,2.91878525405658E-07,positive
identity,2.92050622376654E-07,positive
docx-mailmerge,2.92077607741862E-07,positive
named-pipes,2.92096349343029E-07,positive
pyright,2.92279772952079E-07,positive
express-validator,2.92298801139712E-07,positive
pyside2,2.92306763823777E-07,positive
quicksight-embedding,2.92373007638198E-07,positive
getstream-io,2.92404341578402E-07,positive
chronicle-queue,2.92439291287478E-07,positive
nonblocking,2.92449266619291E-07,positive
pascal,2.92622501292679E-07,positive
start-process,2.9265916279866E-07,positive
robocopy,2.92685911530599E-07,positive
phpoffice-phpspreadsheet,2.92696309226765E-07,positive
standards-compliance,2.92795163809411E-07,positive
alarm,2.92931124531868E-07,positive
code.org,2.9296170719611E-07,positive
avx2,2.93036403860517E-07,positive
reshape,2.93204970305465E-07,positive
shinyjs,2.93314925552122E-07,positive
nestjs-config,2.93366736026835E-07,positive
development-environment,2.9340974244899E-07,positive
toml,2.93454498798675E-07,positive
android-sdk-tools,2.9359458479506E-07,positive
satellite,2.93762841163021E-07,positive
pyalgotrade,2.93778545720163E-07,positive
modelsummary,2.93860238838894E-07,positive
spreadsheet,2.93889440446049E-07,positive
payment-processing,2.93901109995888E-07,positive
categories,2.93911974424897E-07,positive
multipass,2.93987648873878E-07,positive
bean-validation,2.94027121206504E-07,positive
react-toastify,2.94120508874521E-07,positive
form-control,2.94131276008711E-07,positive
lottie,2.94165988313452E-07,positive
google-docs,2.94238321637667E-07,positive
custom-data-attribute,2.94292246472566E-07,positive
serilog-sinks-file,2.9446127276781E-07,positive
azure-cosmosdb-mongoapi,2.94502861702121E-07,positive
utm,2.94714093396233E-07,positive
overleaf,2.94719360685433E-07,positive
regex-greedy,2.94939333045005E-07,positive
redis-py,2.9494524663545E-07,positive
urql,2.95054503207611E-07,positive
capl,2.95079263442442E-07,positive
android-bottomsheetdialog,2.95123849421617E-07,positive
plaid,2.95130217255384E-07,positive
conditional-aggregation,2.95138875280166E-07,positive
graph-data-science,2.95144504629153E-07,positive
ggraph,2.95172227785827E-07,positive
boost-coroutine,2.95233228909585E-07,positive
read.csv,2.95376700619518E-07,positive
grafana-templating,2.95572775239631E-07,positive
monit,2.95655547936144E-07,positive
querydsl,2.95778353570803E-07,positive
turbo-rails,2.9593909362689E-07,neutral
ryu,2.95954555519311E-07,positive
hybris-data-hub,2.95989536890966E-07,positive
scd,2.95990815282916E-07,positive
strict-aliasing,2.96194865830289E-07,positive
yoast,2.96358930550916E-07,positive
github-app,2.96413135960399E-07,positive
script-task,2.96428102345482E-07,positive
asp.net-ajax,2.96445544833374E-07,neutral
rss,2.96490678884484E-07,positive
azure-virtual-network,2.96629190375338E-07,positive
point-cloud-library,2.96643041208748E-07,positive
extension-methods,2.96800780329673E-07,positive
children,2.96845533186613E-07,positive
event-tracking,2.96875456195387E-07,positive
unity3d-mirror,2.96875543442267E-07,positive
components,2.97026497846353E-07,positive
code-formatting,2.97083382793151E-07,positive
pkce,2.97095096137882E-07,positive
px4,2.97137260626387E-07,positive
apache-commons,2.97265715076787E-07,positive
go-chi,2.97444315057135E-07,positive
oraclelinux,2.97747380572136E-07,positive
mms,2.97774409290661E-07,positive
solid-state-drive,2.97810563988414E-07,positive
openfoam,2.97857305873785E-07,positive
target,2.97893039253351E-07,positive
eyeshot,2.97984244397706E-07,positive
image-capture,2.97990558812012E-07,positive
readonly,2.980018990851E-07,positive
lan,2.98066763984051E-07,positive
web.xml,2.98107379582826E-07,positive
android-softkeyboard,2.98168808954448E-07,positive
tasm,2.98251292099245E-07,positive
webauthn,2.98255177463808E-07,positive
spatstat,2.98255578451022E-07,positive
managed,2.98302953449072E-07,positive
plotnine,2.98465037832371E-07,positive
dynamic-import,2.98603682746018E-07,positive
language-design,2.98731771917065E-07,positive
google-cloud-console,2.98756391325615E-07,positive
spotify-app,2.98855610295791E-07,positive
pid-controller,2.98873517591148E-07,positive
chain,2.9893673988164E-07,positive
libvlc,2.98952837019155E-07,positive
quic,2.98981335526771E-07,positive
shinywidgets,2.98982077277019E-07,positive
go-sqlmock,2.99054290599829E-07,positive
drf-yasg,2.99070759372344E-07,positive
google-play-games,2.99229176423243E-07,positive
accessibilityservice,2.99413201783046E-07,positive
unhandled-exception,2.99454219729436E-07,positive
coverlet,2.99476497848961E-07,positive
tkinter-entry,2.9948437603077E-07,positive
seq2seq,2.99502668577074E-07,positive
lapack,2.9952166838232E-07,positive
rvm,2.99567768265078E-07,positive
aws-sdk-net,2.99641502532707E-07,positive
scanning,2.99648475362496E-07,positive
data-driven-tests,2.99813426707908E-07,positive
custom-keyboard,2.99817462228415E-07,positive
chartjs-plugin-zoom,2.99919901658101E-07,positive
tableofcontents,2.99994270467737E-07,positive
power-virtual-agents,3.00074995957553E-07,positive
python-gstreamer,3.0015576676162E-07,positive
wxwidgets,3.00206065475697E-07,positive
w3c,3.00207628890909E-07,positive
visibility,3.00320132823018E-07,positive
mailgun,3.00380520265615E-07,positive
spfx-extension,3.00467822432022E-07,neutral
harbor,3.00491702209015E-07,positive
colorbar,3.00568529498289E-07,positive
throttling,3.00645915278067E-07,positive
guid,3.00763314319926E-07,positive
tws,3.00780304806547E-07,positive
choropleth,3.00785368676114E-07,positive
decoding,3.0085681291368E-07,positive
indy,3.00895701405048E-07,positive
qtwidgets,3.00897021139813E-07,positive
angular2-routing,3.01097883562781E-07,neutral
polaris,3.01191473713225E-07,positive
dbatools,3.01254307097397E-07,positive
rootless,3.01257885245268E-07,positive
vgg-net,3.01435326052517E-07,positive
google-api-nodejs-client,3.01515465179439E-07,positive
container-registry,3.01524330521044E-07,positive
winston,3.01548484289087E-07,positive
spring-integration-sftp,3.0208200540773E-07,positive
class-transformer,3.02154872396197E-07,positive
videocall,3.02183351990116E-07,positive
love2d,3.02300286357126E-07,positive
generated-columns,3.02439750551932E-07,positive
angular-highcharts,3.02473989268607E-07,positive
invoke-command,3.02508226739876E-07,positive
tfvc,3.02511484158337E-07,positive
timestamp-with-timezone,3.02536073128034E-07,positive
discrete,3.02643500478703E-07,positive
cbind,3.0269767540991E-07,positive
object-fit,3.02720997022416E-07,positive
conda-forge,3.02740224506729E-07,positive
secp256k1,3.0277099636618E-07,neutral
boost-spirit,3.02791485982147E-07,positive
gtk-rs,3.02820422836762E-07,positive
taskbar,3.02973292775902E-07,positive
request-headers,3.03129709808501E-07,positive
systemctl,3.03161157003533E-07,positive
clr,3.03172465901798E-07,positive
dyalog,3.03195712568691E-07,positive
effect,3.03196268500417E-07,positive
dbscan,3.03253065147452E-07,positive
pathlib,3.03414534016502E-07,positive
cytoscape.js,3.03489003864609E-07,positive
power-automate-custom-connector,3.03561702011232E-07,positive
resteasy,3.03659692533903E-07,positive
kind,3.03844154291316E-07,positive
tabula-py,3.03897379170827E-07,positive
android-pendingintent,3.03954015274101E-07,positive
solver,3.03959313967399E-07,positive
user32,3.04031429171139E-07,positive
datetime-conversion,3.0421633135163E-07,positive
python-multiprocessing,3.04263229695036E-07,positive
ckeditor4.x,3.04300389070799E-07,positive
language-ext,3.04305785874325E-07,positive
export-to-pdf,3.04459349809946E-07,positive
cox,3.04628739744432E-07,positive
xorg,3.04691319599796E-07,positive
neo4j-apoc,3.04824335732187E-07,positive
temporary-files,3.04883750929255E-07,positive
pop3,3.04885874663959E-07,positive
eigen3,3.04904288625917E-07,positive
gnome-shell,3.05221590427628E-07,positive
laravel-datatables,3.05425036353011E-07,positive
msal.js,3.05457037244243E-07,positive
roman-numerals,3.05561613291941E-07,positive
git-rebase,3.05566557999316E-07,positive
inno-setup,3.05712923561993E-07,positive
classpath,3.05751919642344E-07,positive
sections,3.05766602726995E-07,positive
instaloader,3.05776174381272E-07,positive
motion,3.05813012871294E-07,positive
aws-data-wrangler,3.05862126538282E-07,positive
canonical-link,3.06239196624044E-07,positive
facet-wrap,3.06254508394558E-07,positive
screen-capture,3.06310503513519E-07,positive
sql-grant,3.06341998386417E-07,positive
golem,3.06358003360593E-07,positive
log4j,3.0638031588746E-07,neutral
mapper,3.06414368097173E-07,positive
azure-monitor,3.0652700928285E-07,positive
3dsmax,3.0655538405833E-07,positive
itfoxtec-identity-saml2,3.0659546918541E-07,positive
woocommerce-subscriptions,3.06641850946163E-07,positive
laravel-validation,3.0670957288456E-07,positive
aws-java-sdk,3.06717450611867E-07,positive
biometrics,3.06746744172794E-07,positive
bloom,3.06748044254234E-07,positive
jstree,3.06825333892971E-07,positive
explorer,3.0686515196399E-07,positive
primary-key,3.07080829321368E-07,positive
instantiation,3.07096572936218E-07,positive
border,3.07167629624474E-07,positive
uihostingcontroller,3.07177526624624E-07,positive
greedy,3.07278309026955E-07,positive
google-compute-engine,3.07279630622175E-07,neutral
visual-web-developer,3.0729820767685E-07,positive
knowledge-graph,3.07374596820448E-07,positive
github-webhook,3.07543760419084E-07,positive
azure-sdk,3.07560189094777E-07,positive
iconbutton,3.07585234330361E-07,positive
avx512,3.07671373140549E-07,positive
usdz,3.07766367537288E-07,positive
django-custom-user,3.07792980418268E-07,positive
ef-fluent-api,3.07795910905847E-07,positive
sql-execution-plan,3.07811902674695E-07,positive
hyperledger-chaincode,3.07828146208676E-07,positive
listbox,3.07964744797052E-07,positive
gdi+,3.07997211670197E-07,positive
react-native-ble-plx,3.08022182293135E-07,positive
flwor,3.0805997651542E-07,positive
websphere-liberty,3.08199025555323E-07,positive
feature-selection,3.08518800391011E-07,positive
modbus-tcp,3.08528542938757E-07,positive
image-augmentation,3.08593403361792E-07,positive
twilio-conversations,3.0860129149224E-07,positive
angular-dragdrop,3.08610250740561E-07,positive
gnome,3.08621135701291E-07,positive
node-gyp,3.08734806589561E-07,positive
intl,3.08791069932891E-07,positive
fusionpbx,3.0879215658836E-07,neutral
apache-synapse,3.08955910243809E-07,positive
gridsearchcv,3.08968417126589E-07,positive
uncaught-reference-error,3.08986818954137E-07,neutral
multinomial,3.08994385532575E-07,positive
splidejs,3.09038607888167E-07,positive
mido,3.09045267282226E-07,neutral
direct3d12,3.090669754142E-07,positive
quartz.net,3.09084316006065E-07,positive
virtualenv,3.09111579962399E-07,positive
bull,3.09145430627231E-07,positive
android-canvas,3.09331298405516E-07,positive
react-component,3.09456542108089E-07,positive
avatar,3.09483189609031E-07,positive
mercurial,3.09489688256224E-07,neutral
nat,3.09535311334952E-07,positive
unsafe,3.0962495543398E-07,positive
etcd,3.09708906612901E-07,positive
octokit-js,3.0977684709264E-07,positive
simplesamlphp,3.09777266781095E-07,positive
ehcache,3.09805315268676E-07,positive
buildah,3.09950595126505E-07,positive
tidycensus,3.10030525550227E-07,positive
x509,3.10033966471483E-07,positive
swagger-editor,3.10037577339215E-07,positive
dxgi,3.10053405880564E-07,positive
logback-classic,3.10106938836945E-07,positive
android-toolbar,3.10180756045277E-07,positive
imagesharp,3.10201426135938E-07,positive
python-playsound,3.10237119517347E-07,positive
bigrquery,3.10244200186547E-07,positive
lwip,3.10286714169761E-07,positive
msix,3.10292098811218E-07,positive
sendinblue,3.10312567122436E-07,positive
spell-checking,3.10319560524113E-07,positive
azure-dns,3.10341321471369E-07,positive
kettle,3.10349166650788E-07,positive
forecast,3.10377966479282E-07,positive
mne-python,3.10405640429584E-07,positive
rwlock,3.10465746161466E-07,positive
flatpickr,3.10612118157757E-07,positive
lint-staged,3.10634200051479E-07,positive
python-importlib,3.10676903478758E-07,positive
case-when,3.10676955821148E-07,positive
lucene,3.10726705346347E-07,positive
reversing,3.10829349436595E-07,positive
tekton-pipelines,3.10896652426411E-07,positive
web-testing,3.10976890126948E-07,positive
cartopy,3.10999271396475E-07,positive
winget,3.1103802248296E-07,neutral
runner,3.11186494733072E-07,positive
toolbox,3.11293654502711E-07,positive
qliksense,3.11329452840484E-07,positive
googletrans,3.1133439298728E-07,positive
kube-state-metrics,3.11533112746874E-07,neutral
capture,3.11602061759785E-07,positive
drift,3.11703211179939E-07,positive
arp,3.11887328501043E-07,positive
android-library,3.11954159523471E-07,positive
spartacus-storefront,3.12007842777232E-07,positive
easyadmin,3.12025729515398E-07,positive
menubar,3.12117760726168E-07,positive
collectionview,3.1215490814424E-07,positive
test-coverage,3.12180455657494E-07,positive
opc-da,3.1218957008234E-07,positive
memoization,3.12218712356781E-07,positive
sharepoint-2013,3.12233156120791E-07,positive
daterangepicker,3.12296471756647E-07,positive
grafana-api,3.12317962310482E-07,positive
youtube-iframe-api,3.12324750121283E-07,positive
django-staticfiles,3.12362081838211E-07,positive
httpwebrequest,3.12488089038776E-07,positive
overpass-api,3.12509741752509E-07,positive
tcpserver,3.12543231250828E-07,positive
docker-secrets,3.12579645985328E-07,positive
callback,3.12626387894472E-07,positive
plot-annotations,3.12661707514922E-07,positive
codesandbox,3.12781140744513E-07,positive
temp,3.12926734317032E-07,positive
dnf,3.12984774062398E-07,positive
android-splashscreen,3.13052272779789E-07,positive
fade,3.13091803238714E-07,positive
opacity,3.13164532219047E-07,positive
propensity-score-matching,3.13251699328446E-07,positive
swiftui-navigationview,3.1336311292918E-07,positive
command-prompt,3.13365254085075E-07,positive
disassembly,3.13375842363929E-07,positive
chemistry,3.13403513306064E-07,positive
encoder-decoder,3.13425711462578E-07,positive
running-count,3.13580787385604E-07,positive
uinavigationcontroller,3.1360455926145E-07,neutral
mse,3.1362154821181E-07,positive
helper,3.13637827485542E-07,positive
beamer,3.13752700282521E-07,positive
modifier,3.13756229998996E-07,positive
vault,3.13757998626771E-07,positive
der,3.13780517853786E-07,positive
edit,3.13798034555558E-07,positive
android-volley,3.13847170103502E-07,neutral
page-refresh,3.13946804598442E-07,positive
dapr,3.13954404698787E-07,positive
geo,3.13961866772288E-07,positive
grpc-dotnet,3.14094158114412E-07,positive
spring-3,3.14248271262659E-07,positive
return-type,3.14334974470891E-07,positive
google-drive-shared-drive,3.14622996670706E-07,positive
insertadjacenthtml,3.14645751349899E-07,positive
parent,3.14672425459899E-07,positive
amazon-textract,3.14695038314087E-07,positive
tree-shaking,3.14705287873695E-07,positive
solrj,3.14760995951838E-07,positive
audio-worklet,3.14786748367403E-07,positive
medical,3.14849390890624E-07,positive
kableextra,3.14853335960181E-07,positive
hashicorp,3.14914178669211E-07,positive
sonatype,3.1502709817492E-07,positive
pwm,3.15049352124773E-07,positive
bit-shift,3.15056063842736E-07,positive
github-release,3.15073156456234E-07,positive
binance,3.15094663656098E-07,neutral
after-effects,3.15111374420118E-07,positive
service-discovery,3.15252721259263E-07,positive
aws-credentials,3.15261745093205E-07,positive
prisma-graphql,3.15296660569866E-07,positive
selinux,3.15355643779068E-07,positive
gpgpu,3.15383076926016E-07,positive
indexeddb,3.15484498267093E-07,positive
ribbonx,3.1555861187062E-07,positive
media-player,3.15634562428699E-07,positive
equation-solving,3.1564837618896E-07,positive
peerjs,3.15669157028118E-07,positive
twincat-ads,3.15681758654711E-07,positive
chromedp,3.1570273673539E-07,positive
datastax-enterprise,3.15840151458643E-07,positive
powermockito,3.15888225059787E-07,positive
npm-workspaces,3.15964428120247E-07,positive
qtopengl,3.16089546320058E-07,positive
mailchimp,3.16101936344682E-07,positive
enclave,3.16246282173056E-07,neutral
forge,3.16248287254342E-07,positive
rust-chrono,3.16511572642015E-07,positive
log-likelihood,3.16634018830695E-07,positive
coordinate-transformation,3.16679333256228E-07,positive
azure-dashboard,3.16710924758027E-07,positive
prometheus-operator,3.16771491524239E-07,positive
react-markdown,3.16782483163144E-07,positive
declare,3.17036919407049E-07,positive
gitlab-api,3.17293619559069E-07,positive
dotnetnuke-module,3.17341779768984E-07,positive
blocking,3.17491638928578E-07,positive
compose-recomposition,3.1751544024761E-07,positive
mplab,3.17541668891422E-07,positive
azure-cosmosdb-sqlapi,3.17602876029404E-07,positive
libxml2,3.1762334966298E-07,positive
compute-shader,3.17645002101001E-07,positive
password-hash,3.18079225872509E-07,positive
angular-devkit,3.18192484637292E-07,positive
pid,3.18241112837169E-07,positive
system-design,3.18399413997708E-07,positive
string-concatenation,3.18423723989078E-07,positive
gridfs,3.18640073660976E-07,positive
dotnet-test,3.18711821730218E-07,positive
common-data-service,3.18807361081198E-07,positive
hdl,3.18870244969803E-07,positive
aspose.words,3.18898639072752E-07,positive
react-tsx,3.18910007181904E-07,positive
spring-context,3.19143667695893E-07,positive
evaluation,3.19154193936187E-07,positive
godaddy-api,3.19336063774328E-07,positive
rsyslog,3.19466332561266E-07,positive
imagedownload,3.19596844388223E-07,positive
algorithmic-trading,3.19784917611778E-07,positive
bison,3.19893136870252E-07,positive
blob,3.19932195987947E-07,positive
avkit,3.20174048912226E-07,positive
navmesh,3.20258792340728E-07,positive
enterprise,3.20312805790841E-07,positive
uefi,3.20323951273189E-07,positive
aidl,3.20337682195394E-07,positive
mix-blend-mode,3.20358722899214E-07,positive
android-automotive,3.20412602298505E-07,positive
array-broadcasting,3.20552782626237E-07,positive
objectbox,3.20566987042997E-07,positive
ansible-module,3.20579253161698E-07,positive
android-api-levels,3.20593121478719E-07,positive
winscp-net,3.20649233484343E-07,positive
zabbix-api,3.20766595090719E-07,neutral
alfresco,3.20845101189142E-07,positive
libc,3.20863402730193E-07,positive
hive-metastore,3.21066169210193E-07,positive
carla,3.21092590460208E-07,positive
mixpanel,3.21116104719065E-07,positive
venn-diagram,3.21120098350904E-07,positive
iostream,3.2114544435762E-07,positive
ncurses,3.21150065820798E-07,positive
c++-winrt,3.21168654783151E-07,positive
hashcat,3.21229426773659E-07,positive
pdf-viewer,3.21289834993518E-07,positive
bit.dev,3.21478484202461E-07,positive
issue-tracking,3.21666872055159E-07,positive
ng-packagr,3.21672154919043E-07,positive
beam,3.21758330000588E-07,positive
metro-bundler,3.2187184679823E-07,positive
ar.js,3.2188680518059E-07,positive
exploratory-data-analysis,3.21988209657385E-07,positive
prophet,3.22082335408145E-07,positive
zeitwerk,3.22098858973594E-07,positive
multilevel-analysis,3.2221439828739E-07,positive
satellite-image,3.22278897509956E-07,positive
function-pointers,3.22291583489485E-07,positive
flutter-appbar,3.22450405180848E-07,positive
graceful-shutdown,3.22608535124631E-07,positive
ng-bootstrap,3.2283137030265E-07,positive
claims-based-identity,3.22847764309354E-07,positive
spring-retry,3.22851607616936E-07,positive
android-viewbinding,3.22858695229915E-07,positive
cucumber-junit,3.22887469604018E-07,positive
drawer,3.22964529058092E-07,positive
factors,3.23111477073471E-07,positive
flamegraph,3.23209031633296E-07,positive
sdn,3.23252410632745E-07,positive
dynamic-html,3.23525065746527E-07,positive
vuejs-slots,3.23529925985644E-07,positive
preact,3.23548554677599E-07,positive
ionos,3.23670449974289E-07,positive
azure-repos,3.2378767406715E-07,positive
brotli,3.23815633631422E-07,positive
nucleo,3.2385118470947E-07,positive
string-comparison,3.24093616009857E-07,positive
google-assistant,3.24117485324537E-07,positive
firebase-dynamic-links,3.24175932453721E-07,positive
openresty,3.24200273219472E-07,positive
discord-buttons,3.24279832904409E-07,positive
image-upload,3.24335691128313E-07,positive
css-transforms,3.24336189893444E-07,positive
cmsis,3.24337420835311E-07,positive
jitsi,3.24357222454303E-07,positive
auto-generate,3.24400997056555E-07,positive
google-slides-api,3.24414984694168E-07,positive
rtools,3.24444810916272E-07,positive
msbuild-task,3.24474817560497E-07,positive
pyarmor,3.24523161218544E-07,positive
automl,3.2453354190777E-07,positive
ioredis,3.2463919593835E-07,positive
ef-code-first,3.24690956079555E-07,neutral
checkbox,3.24728551622822E-07,neutral
recording,3.24825220726428E-07,positive
ansible-template,3.24841491957068E-07,positive
caddyfile,3.2485862605139E-07,positive
anychart,3.24868280515594E-07,positive
synology,3.24876285384105E-07,positive
tms,3.24883443553403E-07,positive
authenticator,3.24913727709888E-07,positive
winrt-xaml,3.25114530754443E-07,neutral
guice,3.25190262050368E-07,positive
back-testing,3.25271178173718E-07,positive
battery,3.25368916899508E-07,positive
hyperledger-caliper,3.25701515782769E-07,neutral
tkinter-layout,3.25770707656042E-07,positive
coreml,3.25858117749809E-07,positive
chaquopy,3.25924041951008E-07,positive
keil,3.25991432114266E-07,positive
thunderbird,3.26073402549541E-07,positive
spring-ws,3.26099132789617E-07,positive
nbconvert,3.26141886165607E-07,positive
next-i18next,3.26210327868565E-07,positive
processmaker,3.26386758462391E-07,positive
conditional-types,3.26490557043609E-07,positive
dbf,3.26944515944458E-07,positive
sap-successfactors,3.26966251167706E-07,positive
detox,3.2704179272016E-07,positive
optional-parameters,3.27110301597244E-07,positive
tui,3.27184648847404E-07,positive
spring-batch-job-monitoring,3.27215767335666E-07,positive
amazon-aurora,3.27286071311057E-07,positive
dsharp+,3.2733471014509E-07,positive
ifc,3.2755795985786E-07,positive
abstract-syntax-tree,3.27594999835089E-07,positive
pyvis,3.27614472175721E-07,positive
bittorrent,3.27728868322882E-07,positive
bcrypt,3.27769428116372E-07,positive
chainlink,3.27801075865191E-07,positive
debian-packaging,3.27869839724584E-07,positive
create-table,3.27910051529592E-07,positive
arcgis-runtime-net,3.27967825506941E-07,positive
selenide,3.27988452071658E-07,positive
vcf-vcard,3.28065190850344E-07,positive
babylonjs,3.28128435195289E-07,positive
reality-composer,3.2817476973896E-07,positive
python-behave,3.28178245555625E-07,positive
vala,3.28277321147441E-07,positive
r-caret,3.28481103969442E-07,positive
flux.jl,3.28490916154256E-07,positive
graphql-js,3.28624517270062E-07,positive
react-fiber,3.28643984516861E-07,positive
cybersource,3.28806060613297E-07,positive
aws-xray,3.29031541832442E-07,positive
textfield,3.29043511334055E-07,positive
raw,3.29136112680345E-07,positive
fixtures,3.2914364714621E-07,positive
led,3.29202945167865E-07,positive
azure-boards,3.29216900022726E-07,positive
filepond,3.29262614117669E-07,positive
wasm-pack,3.29360299207036E-07,positive
tcpdf,3.29572906242876E-07,positive
android-custom-view,3.29641559235498E-07,positive
stargazer,3.29655678379938E-07,positive
dpc++,3.29788214295702E-07,positive
stdatomic,3.30040621312218E-07,positive
decision-tree,3.30081575199839E-07,positive
cudnn,3.301343365095E-07,positive
mysql-json,3.30346187225039E-07,positive
technical-indicator,3.30402320781518E-07,positive
spring-resttemplate,3.30445594885937E-07,positive
authorize.net,3.30446685661241E-07,positive
powershell-remoting,3.3055078642961E-07,positive
rna-seq,3.30610144767343E-07,positive
orchestration,3.30622038241825E-07,positive
cpu-architecture,3.30629742360624E-07,positive
models,3.30651599718005E-07,positive
